,,,,History for multiple measurements
,,,,from 6/20/2025 6:00:00 AM to 6/20/2025 8:00:00 PM
,,,,Today is 6/22/2025 8:27:58 AM
TIME,NAME,VALUE,QUALITY
2025-06-20 06:00:01.062,DCS WS-E_BAROMETER INHG,24.830,
2025-06-20 06:02:01.046,DCS WS-E_BAROMETER INHG,24.840,
2025-06-20 06:06:01.101,DCS WS-E_BAROMETER INHG,24.840,
2025-06-20 06:20:01.082,DCS WS-E_BAROMETER INHG,24.840,
2025-06-20 06:24:01.068,DCS WS-E_BAROMETER INHG,24.840,
2025-06-20 06:26:01.011,DCS WS-E_BAROMETER INHG,24.840,
2025-06-20 06:30:01.070,DCS WS-E_BAROMETER INHG,24.850,
2025-06-20 06:32:01.006,DCS WS-E_BAROMETER INHG,24.850,
2025-06-20 06:34:01.062,DCS WS-E_BAROMETER INHG,24.840,
2025-06-20 06:36:01.009,DCS WS-E_BAROMETER INHG,24.840,
2025-06-20 06:00:01.062,DCS WS-E_DNI W,364.721,
2025-06-20 06:02:01.046,DCS WS-E_DNI W,380.555,
2025-06-20 06:04:01.080,DCS WS-E_DNI W,399.748,
2025-06-20 06:06:01.101,DCS WS-E_DNI W,416.541,
2025-06-20 06:08:01.058,DCS WS-E_DNI W,435.255,
2025-06-20 06:10:01.044,DCS WS-E_DNI W,449.169,
2025-06-20 06:12:01.105,DCS WS-E_DNI W,463.084,
2025-06-20 06:14:01.024,DCS WS-E_DNI W,476.039,
2025-06-20 06:16:01.088,DCS WS-E_DNI W,484.675,
2025-06-20 06:18:01.051,DCS WS-E_DNI W,497.152,
2025-06-20 06:20:01.082,DCS WS-E_DNI W,511.547,
2025-06-20 06:22:01.053,DCS WS-E_DNI W,523.544,
2025-06-20 06:24:01.068,DCS WS-E_DNI W,525.943,
2025-06-20 06:26:01.011,DCS WS-E_DNI W,541.778,
2025-06-20 06:28:01.043,DCS WS-E_DNI W,556.654,
2025-06-20 06:30:01.070,DCS WS-E_DNI W,567.211,
2025-06-20 06:32:01.006,DCS WS-E_DNI W,573.929,
2025-06-20 06:34:01.062,DCS WS-E_DNI W,586.406,
2025-06-20 06:36:01.009,DCS WS-E_DNI W,597.923,
2025-06-20 06:38:01.064,DCS WS-E_DNI W,604.641,
2025-06-20 06:40:01.042,DCS WS-E_DNI W,614.239,
2025-06-20 06:42:01.013,DCS WS-E_DNI W,623.836,
2025-06-20 06:44:01.070,DCS WS-E_DNI W,631.514,
2025-06-20 06:46:01.020,DCS WS-E_DNI W,637.753,
2025-06-20 06:48:01.087,DCS WS-E_DNI W,645.911,
2025-06-20 06:50:01.064,DCS WS-E_DNI W,652.629,
2025-06-20 06:52:01.055,DCS WS-E_DNI W,659.347,
2025-06-20 06:54:01.022,DCS WS-E_DNI W,664.141,
2025-06-20 06:56:01.003,DCS WS-E_DNI W,672.278,
2025-06-20 06:00:01.062,DCS WS-E_HUMIDITY PCT,18.900,
2025-06-20 06:02:01.046,DCS WS-E_HUMIDITY PCT,18.800,
2025-06-20 06:04:01.080,DCS WS-E_HUMIDITY PCT,18.700,
2025-06-20 06:06:01.101,DCS WS-E_HUMIDITY PCT,18.600,
2025-06-20 06:08:01.058,DCS WS-E_HUMIDITY PCT,18.600,
2025-06-20 06:10:01.044,DCS WS-E_HUMIDITY PCT,18.500,
2025-06-20 06:12:01.105,DCS WS-E_HUMIDITY PCT,18.500,
2025-06-20 06:14:01.024,DCS WS-E_HUMIDITY PCT,18.400,
2025-06-20 06:16:01.088,DCS WS-E_HUMIDITY PCT,18.200,
2025-06-20 06:18:01.051,DCS WS-E_HUMIDITY PCT,18.000,
2025-06-20 06:20:01.082,DCS WS-E_HUMIDITY PCT,18.000,
2025-06-20 06:22:01.053,DCS WS-E_HUMIDITY PCT,18.300,
2025-06-20 06:24:01.068,DCS WS-E_HUMIDITY PCT,19.600,
2025-06-20 06:26:01.011,DCS WS-E_HUMIDITY PCT,20.200,
2025-06-20 06:28:01.043,DCS WS-E_HUMIDITY PCT,20.100,
2025-06-20 06:30:01.070,DCS WS-E_HUMIDITY PCT,19.900,
2025-06-20 06:32:01.006,DCS WS-E_HUMIDITY PCT,19.600,
2025-06-20 06:34:01.062,DCS WS-E_HUMIDITY PCT,19.400,
2025-06-20 06:36:01.009,DCS WS-E_HUMIDITY PCT,19.000,
2025-06-20 06:38:01.064,DCS WS-E_HUMIDITY PCT,18.600,
2025-06-20 06:40:01.042,DCS WS-E_HUMIDITY PCT,18.100,
2025-06-20 06:42:01.013,DCS WS-E_HUMIDITY PCT,18.000,
2025-06-20 06:44:01.070,DCS WS-E_HUMIDITY PCT,17.700,
2025-06-20 06:46:01.020,DCS WS-E_HUMIDITY PCT,17.500,
2025-06-20 06:48:01.087,DCS WS-E_HUMIDITY PCT,17.100,
2025-06-20 06:50:01.064,DCS WS-E_HUMIDITY PCT,17.000,
2025-06-20 06:52:01.055,DCS WS-E_HUMIDITY PCT,16.900,
2025-06-20 06:54:01.022,DCS WS-E_HUMIDITY PCT,16.800,
2025-06-20 06:56:01.003,DCS WS-E_HUMIDITY PCT,16.700,
2025-06-20 06:00:01.062,DCS WS-E_TEMPERATURE DEGF,62.000,
2025-06-20 06:02:01.046,DCS WS-E_TEMPERATURE DEGF,62.200,
2025-06-20 06:06:01.101,DCS WS-E_TEMPERATURE DEGF,62.400,
2025-06-20 06:12:01.105,DCS WS-E_TEMPERATURE DEGF,62.600,
2025-06-20 06:14:01.024,DCS WS-E_TEMPERATURE DEGF,62.700,
2025-06-20 06:16:01.088,DCS WS-E_TEMPERATURE DEGF,62.900,
2025-06-20 06:18:01.051,DCS WS-E_TEMPERATURE DEGF,63.100,
2025-06-20 06:20:01.082,DCS WS-E_TEMPERATURE DEGF,63.300,
2025-06-20 06:22:01.053,DCS WS-E_TEMPERATURE DEGF,63.100,
2025-06-20 06:24:01.068,DCS WS-E_TEMPERATURE DEGF,61.300,
2025-06-20 06:26:01.011,DCS WS-E_TEMPERATURE DEGF,60.600,
2025-06-20 06:28:01.043,DCS WS-E_TEMPERATURE DEGF,60.400,
2025-06-20 06:30:01.070,DCS WS-E_TEMPERATURE DEGF,60.800,
2025-06-20 06:32:01.006,DCS WS-E_TEMPERATURE DEGF,61.300,
2025-06-20 06:34:01.062,DCS WS-E_TEMPERATURE DEGF,61.700,
2025-06-20 06:36:01.009,DCS WS-E_TEMPERATURE DEGF,62.000,
2025-06-20 06:38:01.064,DCS WS-E_TEMPERATURE DEGF,62.700,
2025-06-20 06:40:01.042,DCS WS-E_TEMPERATURE DEGF,63.500,
2025-06-20 06:42:01.013,DCS WS-E_TEMPERATURE DEGF,63.800,
2025-06-20 06:44:01.070,DCS WS-E_TEMPERATURE DEGF,64.200,
2025-06-20 06:46:01.020,DCS WS-E_TEMPERATURE DEGF,64.500,
2025-06-20 06:48:01.087,DCS WS-E_TEMPERATURE DEGF,65.100,
2025-06-20 06:50:01.064,DCS WS-E_TEMPERATURE DEGF,65.400,
2025-06-20 06:52:01.055,DCS WS-E_TEMPERATURE DEGF,65.800,
2025-06-20 06:54:01.022,DCS WS-E_TEMPERATURE DEGF,66.000,
2025-06-20 06:56:01.003,DCS WS-E_TEMPERATURE DEGF,66.200,
2025-06-20 06:00:01.062,DCS WS-E_WINDDIRECTION DEG,337.000,
2025-06-20 06:02:01.046,DCS WS-E_WINDDIRECTION DEG,341.000,
2025-06-20 06:04:01.080,DCS WS-E_WINDDIRECTION DEG,346.000,
2025-06-20 06:06:01.101,DCS WS-E_WINDDIRECTION DEG,340.000,
2025-06-20 06:08:01.058,DCS WS-E_WINDDIRECTION DEG,340.000,
2025-06-20 06:10:01.044,DCS WS-E_WINDDIRECTION DEG,340.000,
2025-06-20 06:12:01.105,DCS WS-E_WINDDIRECTION DEG,343.000,
2025-06-20 06:14:01.024,DCS WS-E_WINDDIRECTION DEG,318.000,
2025-06-20 06:16:01.088,DCS WS-E_WINDDIRECTION DEG,341.000,
2025-06-20 06:18:01.051,DCS WS-E_WINDDIRECTION DEG,333.000,
2025-06-20 06:20:01.082,DCS WS-E_WINDDIRECTION DEG,38.000,
2025-06-20 06:22:01.053,DCS WS-E_WINDDIRECTION DEG,135.000,
2025-06-20 06:24:01.068,DCS WS-E_WINDDIRECTION DEG,157.000,
2025-06-20 06:26:01.011,DCS WS-E_WINDDIRECTION DEG,204.000,
2025-06-20 06:28:01.043,DCS WS-E_WINDDIRECTION DEG,189.000,
2025-06-20 06:30:01.070,DCS WS-E_WINDDIRECTION DEG,202.000,
2025-06-20 06:32:01.006,DCS WS-E_WINDDIRECTION DEG,221.000,
2025-06-20 06:34:01.062,DCS WS-E_WINDDIRECTION DEG,25.000,
2025-06-20 06:36:01.009,DCS WS-E_WINDDIRECTION DEG,346.000,
2025-06-20 06:38:01.064,DCS WS-E_WINDDIRECTION DEG,8.000,
2025-06-20 06:40:01.042,DCS WS-E_WINDDIRECTION DEG,357.000,
2025-06-20 06:42:01.013,DCS WS-E_WINDDIRECTION DEG,356.000,
2025-06-20 06:44:01.070,DCS WS-E_WINDDIRECTION DEG,355.000,
2025-06-20 06:46:01.020,DCS WS-E_WINDDIRECTION DEG,6.000,
2025-06-20 06:48:01.087,DCS WS-E_WINDDIRECTION DEG,355.000,
2025-06-20 06:50:01.064,DCS WS-E_WINDDIRECTION DEG,7.000,
2025-06-20 06:52:01.055,DCS WS-E_WINDDIRECTION DEG,0.000,
2025-06-20 06:54:01.022,DCS WS-E_WINDDIRECTION DEG,14.000,
2025-06-20 06:56:01.003,DCS WS-E_WINDDIRECTION DEG,14.000,
2025-06-20 06:00:01.062,DCS WS-E_WINDSPEED MPH,8.100,
2025-06-20 06:02:01.046,DCS WS-E_WINDSPEED MPH,12.800,
2025-06-20 06:04:01.080,DCS WS-E_WINDSPEED MPH,11.100,
2025-06-20 06:06:01.101,DCS WS-E_WINDSPEED MPH,9.300,
2025-06-20 06:08:01.058,DCS WS-E_WINDSPEED MPH,7.800,
2025-06-20 06:10:01.044,DCS WS-E_WINDSPEED MPH,8.200,
2025-06-20 06:12:01.105,DCS WS-E_WINDSPEED MPH,5.900,
2025-06-20 06:14:01.024,DCS WS-E_WINDSPEED MPH,5.400,
2025-06-20 06:16:01.088,DCS WS-E_WINDSPEED MPH,2.400,
2025-06-20 06:18:01.051,DCS WS-E_WINDSPEED MPH,5.400,
2025-06-20 06:20:01.082,DCS WS-E_WINDSPEED MPH,4.000,
2025-06-20 06:22:01.053,DCS WS-E_WINDSPEED MPH,6.600,
2025-06-20 06:24:01.068,DCS WS-E_WINDSPEED MPH,5.900,
2025-06-20 06:26:01.011,DCS WS-E_WINDSPEED MPH,6.700,
2025-06-20 06:28:01.043,DCS WS-E_WINDSPEED MPH,7.600,
2025-06-20 06:30:01.070,DCS WS-E_WINDSPEED MPH,1.700,
2025-06-20 06:32:01.006,DCS WS-E_WINDSPEED MPH,1.700,
2025-06-20 06:34:01.062,DCS WS-E_WINDSPEED MPH,2.500,
2025-06-20 06:36:01.009,DCS WS-E_WINDSPEED MPH,4.200,
2025-06-20 06:38:01.064,DCS WS-E_WINDSPEED MPH,6.600,
2025-06-20 06:40:01.042,DCS WS-E_WINDSPEED MPH,7.500,
2025-06-20 06:42:01.013,DCS WS-E_WINDSPEED MPH,6.000,
2025-06-20 06:44:01.070,DCS WS-E_WINDSPEED MPH,5.800,
2025-06-20 06:46:01.020,DCS WS-E_WINDSPEED MPH,8.100,
2025-06-20 06:48:01.087,DCS WS-E_WINDSPEED MPH,6.400,
2025-06-20 06:50:01.064,DCS WS-E_WINDSPEED MPH,8.500,
2025-06-20 06:52:01.055,DCS WS-E_WINDSPEED MPH,6.800,
2025-06-20 06:54:01.022,DCS WS-E_WINDSPEED MPH,3.400,
2025-06-20 06:56:01.003,DCS WS-E_WINDSPEED MPH,3.100,
2025-06-20 06:00:01.062,DCS WS-E_WINDSPEEDPEAK MPH,8.483,
2025-06-20 06:02:01.046,DCS WS-E_WINDSPEEDPEAK MPH,13.366,
2025-06-20 06:04:01.080,DCS WS-E_WINDSPEEDPEAK MPH,11.433,
2025-06-20 06:06:01.101,DCS WS-E_WINDSPEEDPEAK MPH,9.783,
2025-06-20 06:08:01.058,DCS WS-E_WINDSPEEDPEAK MPH,8.766,
2025-06-20 06:10:01.044,DCS WS-E_WINDSPEEDPEAK MPH,8.783,
2025-06-20 06:12:01.105,DCS WS-E_WINDSPEEDPEAK MPH,7.250,
2025-06-20 06:14:01.024,DCS WS-E_WINDSPEEDPEAK MPH,5.750,
2025-06-20 06:16:01.088,DCS WS-E_WINDSPEEDPEAK MPH,2.650,
2025-06-20 06:18:01.051,DCS WS-E_WINDSPEEDPEAK MPH,5.700,
2025-06-20 06:20:01.082,DCS WS-E_WINDSPEEDPEAK MPH,4.466,
2025-06-20 06:22:01.053,DCS WS-E_WINDSPEEDPEAK MPH,6.533,
2025-06-20 06:24:01.068,DCS WS-E_WINDSPEEDPEAK MPH,5.983,
2025-06-20 06:26:01.011,DCS WS-E_WINDSPEEDPEAK MPH,7.150,
2025-06-20 06:28:01.043,DCS WS-E_WINDSPEEDPEAK MPH,7.933,
2025-06-20 06:30:01.070,DCS WS-E_WINDSPEEDPEAK MPH,3.400,
2025-06-20 06:32:01.006,DCS WS-E_WINDSPEEDPEAK MPH,1.850,
2025-06-20 06:34:01.062,DCS WS-E_WINDSPEEDPEAK MPH,1.366,
2025-06-20 06:36:01.009,DCS WS-E_WINDSPEEDPEAK MPH,3.600,
2025-06-20 06:38:01.064,DCS WS-E_WINDSPEEDPEAK MPH,6.533,
2025-06-20 06:40:01.042,DCS WS-E_WINDSPEEDPEAK MPH,7.216,
2025-06-20 06:42:01.013,DCS WS-E_WINDSPEEDPEAK MPH,5.533,
2025-06-20 06:44:01.070,DCS WS-E_WINDSPEEDPEAK MPH,6.516,
2025-06-20 06:46:01.020,DCS WS-E_WINDSPEEDPEAK MPH,7.716,
2025-06-20 06:48:01.087,DCS WS-E_WINDSPEEDPEAK MPH,7.550,
2025-06-20 06:50:01.064,DCS WS-E_WINDSPEEDPEAK MPH,8.900,
2025-06-20 06:52:01.055,DCS WS-E_WINDSPEEDPEAK MPH,6.966,
2025-06-20 06:54:01.022,DCS WS-E_WINDSPEEDPEAK MPH,3.633,
2025-06-20 06:56:01.003,DCS WS-E_WINDSPEEDPEAK MPH,3.583,
2025-06-20 06:14:01.024,DCS WS-S_BAROMETER INHG,24.940,
2025-06-20 06:32:01.006,DCS WS-S_BAROMETER INHG,24.940,
2025-06-20 06:34:01.062,DCS WS-S_BAROMETER INHG,24.930,
2025-06-20 06:00:01.062,DCS WS-S_DNI W,372.807,
2025-06-20 06:02:01.046,DCS WS-S_DNI W,392.175,
2025-06-20 06:04:01.080,DCS WS-S_DNI W,414.652,
2025-06-20 06:06:01.101,DCS WS-S_DNI W,430.206,
2025-06-20 06:08:01.058,DCS WS-S_DNI W,446.803,
2025-06-20 06:10:01.044,DCS WS-S_DNI W,15.216,
2025-06-20 06:12:01.105,DCS WS-S_DNI W,1.037,
2025-06-20 06:14:01.024,DCS WS-S_DNI W,24.207,
2025-06-20 06:16:01.088,DCS WS-S_DNI W,17.982,
2025-06-20 06:18:01.051,DCS WS-S_DNI W,207.487,
2025-06-20 06:20:01.082,DCS WS-S_DNI W,513.874,
2025-06-20 06:22:01.053,DCS WS-S_DNI W,531.849,
2025-06-20 06:24:01.068,DCS WS-S_DNI W,546.365,
2025-06-20 06:26:01.011,DCS WS-S_DNI W,554.666,
2025-06-20 06:28:01.043,DCS WS-S_DNI W,569.194,
2025-06-20 06:30:01.070,DCS WS-S_DNI W,584.413,
2025-06-20 06:32:01.006,DCS WS-S_DNI W,594.786,
2025-06-20 06:34:01.062,DCS WS-S_DNI W,603.079,
2025-06-20 06:36:01.009,DCS WS-S_DNI W,608.607,
2025-06-20 06:38:01.064,DCS WS-S_DNI W,621.744,
2025-06-20 06:40:01.042,DCS WS-S_DNI W,632.115,
2025-06-20 06:42:01.013,DCS WS-S_DNI W,644.559,
2025-06-20 06:44:01.070,DCS WS-S_DNI W,650.082,
2025-06-20 06:46:01.020,DCS WS-S_DNI W,652.838,
2025-06-20 06:48:01.087,DCS WS-S_DNI W,661.115,
2025-06-20 06:50:01.064,DCS WS-S_DNI W,671.812,
2025-06-20 06:52:01.055,DCS WS-S_DNI W,678.362,
2025-06-20 06:54:01.022,DCS WS-S_DNI W,681.811,
2025-06-20 06:56:01.003,DCS WS-S_DNI W,675.575,
2025-06-20 06:00:01.062,DCS WS-S_HUMIDITY PCT,19.200,
2025-06-20 06:02:01.046,DCS WS-S_HUMIDITY PCT,19.800,
2025-06-20 06:04:01.080,DCS WS-S_HUMIDITY PCT,19.800,
2025-06-20 06:06:01.101,DCS WS-S_HUMIDITY PCT,19.800,
2025-06-20 06:08:01.058,DCS WS-S_HUMIDITY PCT,19.900,
2025-06-20 06:10:01.044,DCS WS-S_HUMIDITY PCT,19.800,
2025-06-20 06:12:01.105,DCS WS-S_HUMIDITY PCT,19.500,
2025-06-20 06:14:01.024,DCS WS-S_HUMIDITY PCT,19.500,
2025-06-20 06:18:01.051,DCS WS-S_HUMIDITY PCT,19.900,
2025-06-20 06:20:01.082,DCS WS-S_HUMIDITY PCT,19.500,
2025-06-20 06:22:01.053,DCS WS-S_HUMIDITY PCT,19.600,
2025-06-20 06:24:01.068,DCS WS-S_HUMIDITY PCT,19.600,
2025-06-20 06:26:01.011,DCS WS-S_HUMIDITY PCT,19.500,
2025-06-20 06:28:01.043,DCS WS-S_HUMIDITY PCT,19.400,
2025-06-20 06:30:01.070,DCS WS-S_HUMIDITY PCT,19.500,
2025-06-20 06:32:01.006,DCS WS-S_HUMIDITY PCT,19.700,
2025-06-20 06:36:01.009,DCS WS-S_HUMIDITY PCT,19.700,
2025-06-20 06:40:01.042,DCS WS-S_HUMIDITY PCT,19.600,
2025-06-20 06:42:01.013,DCS WS-S_HUMIDITY PCT,19.500,
2025-06-20 06:44:01.070,DCS WS-S_HUMIDITY PCT,19.500,
2025-06-20 06:46:01.020,DCS WS-S_HUMIDITY PCT,19.400,
2025-06-20 06:48:01.087,DCS WS-S_HUMIDITY PCT,19.400,
2025-06-20 06:50:01.064,DCS WS-S_HUMIDITY PCT,19.200,
2025-06-20 06:52:01.055,DCS WS-S_HUMIDITY PCT,18.900,
2025-06-20 06:54:01.022,DCS WS-S_HUMIDITY PCT,18.900,
2025-06-20 06:56:01.003,DCS WS-S_HUMIDITY PCT,18.700,
2025-06-20 06:00:01.062,DCS WS-S_TEMPERATURE DEGF,60.600,
2025-06-20 06:02:01.046,DCS WS-S_TEMPERATURE DEGF,59.900,
2025-06-20 06:04:01.080,DCS WS-S_TEMPERATURE DEGF,59.700,
2025-06-20 06:08:01.058,DCS WS-S_TEMPERATURE DEGF,59.900,
2025-06-20 06:10:01.044,DCS WS-S_TEMPERATURE DEGF,60.000,
2025-06-20 06:14:01.024,DCS WS-S_TEMPERATURE DEGF,59.900,
2025-06-20 06:22:01.053,DCS WS-S_TEMPERATURE DEGF,59.700,
2025-06-20 06:30:01.070,DCS WS-S_TEMPERATURE DEGF,59.900,
2025-06-20 06:38:01.064,DCS WS-S_TEMPERATURE DEGF,59.900,
2025-06-20 06:40:01.042,DCS WS-S_TEMPERATURE DEGF,60.000,
2025-06-20 06:42:01.013,DCS WS-S_TEMPERATURE DEGF,60.200,
2025-06-20 06:44:01.070,DCS WS-S_TEMPERATURE DEGF,60.400,
2025-06-20 06:46:01.020,DCS WS-S_TEMPERATURE DEGF,60.600,
2025-06-20 06:48:01.087,DCS WS-S_TEMPERATURE DEGF,60.900,
2025-06-20 06:50:01.064,DCS WS-S_TEMPERATURE DEGF,61.300,
2025-06-20 06:54:01.022,DCS WS-S_TEMPERATURE DEGF,61.500,
2025-06-20 06:56:01.003,DCS WS-S_TEMPERATURE DEGF,61.800,
2025-06-20 06:48:01.087,DCS WS-S_VISIBILITY FEET,32591.860,
2025-06-20 06:50:01.064,DCS WS-S_VISIBILITY FEET,104986.900,
2025-06-20 06:00:01.062,DCS WS-S_WINDDIRECTION DEG,283.000,
2025-06-20 06:02:01.046,DCS WS-S_WINDDIRECTION DEG,302.000,
2025-06-20 06:04:01.080,DCS WS-S_WINDDIRECTION DEG,307.000,
2025-06-20 06:06:01.101,DCS WS-S_WINDDIRECTION DEG,334.000,
2025-06-20 06:08:01.058,DCS WS-S_WINDDIRECTION DEG,39.000,
2025-06-20 06:10:01.044,DCS WS-S_WINDDIRECTION DEG,41.000,
2025-06-20 06:12:01.105,DCS WS-S_WINDDIRECTION DEG,10.000,
2025-06-20 06:14:01.024,DCS WS-S_WINDDIRECTION DEG,351.000,
2025-06-20 06:16:01.088,DCS WS-S_WINDDIRECTION DEG,283.000,
2025-06-20 06:18:01.051,DCS WS-S_WINDDIRECTION DEG,258.000,
2025-06-20 06:20:01.082,DCS WS-S_WINDDIRECTION DEG,266.000,
2025-06-20 06:22:01.053,DCS WS-S_WINDDIRECTION DEG,290.000,
2025-06-20 06:24:01.068,DCS WS-S_WINDDIRECTION DEG,291.000,
2025-06-20 06:26:01.011,DCS WS-S_WINDDIRECTION DEG,319.000,
2025-06-20 06:28:01.043,DCS WS-S_WINDDIRECTION DEG,338.000,
2025-06-20 06:30:01.070,DCS WS-S_WINDDIRECTION DEG,66.000,
2025-06-20 06:32:01.006,DCS WS-S_WINDDIRECTION DEG,38.000,
2025-06-20 06:34:01.062,DCS WS-S_WINDDIRECTION DEG,40.000,
2025-06-20 06:36:01.009,DCS WS-S_WINDDIRECTION DEG,23.000,
2025-06-20 06:38:01.064,DCS WS-S_WINDDIRECTION DEG,24.000,
2025-06-20 06:40:01.042,DCS WS-S_WINDDIRECTION DEG,12.000,
2025-06-20 06:42:01.013,DCS WS-S_WINDDIRECTION DEG,337.000,
2025-06-20 06:44:01.070,DCS WS-S_WINDDIRECTION DEG,337.000,
2025-06-20 06:46:01.020,DCS WS-S_WINDDIRECTION DEG,261.000,
2025-06-20 06:48:01.087,DCS WS-S_WINDDIRECTION DEG,236.000,
2025-06-20 06:50:01.064,DCS WS-S_WINDDIRECTION DEG,213.000,
2025-06-20 06:52:01.055,DCS WS-S_WINDDIRECTION DEG,205.000,
2025-06-20 06:54:01.022,DCS WS-S_WINDDIRECTION DEG,208.000,
2025-06-20 06:56:01.003,DCS WS-S_WINDDIRECTION DEG,149.000,
2025-06-20 06:00:01.062,DCS WS-S_WINDSPEED MPH,3.900,
2025-06-20 06:02:01.046,DCS WS-S_WINDSPEED MPH,5.000,
2025-06-20 06:04:01.080,DCS WS-S_WINDSPEED MPH,6.700,
2025-06-20 06:06:01.101,DCS WS-S_WINDSPEED MPH,1.400,
2025-06-20 06:08:01.058,DCS WS-S_WINDSPEED MPH,3.300,
2025-06-20 06:10:01.044,DCS WS-S_WINDSPEED MPH,3.700,
2025-06-20 06:12:01.105,DCS WS-S_WINDSPEED MPH,4.600,
2025-06-20 06:14:01.024,DCS WS-S_WINDSPEED MPH,3.500,
2025-06-20 06:16:01.088,DCS WS-S_WINDSPEED MPH,1.100,
2025-06-20 06:18:01.051,DCS WS-S_WINDSPEED MPH,4.100,
2025-06-20 06:20:01.082,DCS WS-S_WINDSPEED MPH,3.300,
2025-06-20 06:22:01.053,DCS WS-S_WINDSPEED MPH,5.800,
2025-06-20 06:24:01.068,DCS WS-S_WINDSPEED MPH,5.400,
2025-06-20 06:26:01.011,DCS WS-S_WINDSPEED MPH,3.500,
2025-06-20 06:28:01.043,DCS WS-S_WINDSPEED MPH,2.000,
2025-06-20 06:30:01.070,DCS WS-S_WINDSPEED MPH,2.200,
2025-06-20 06:32:01.006,DCS WS-S_WINDSPEED MPH,3.300,
2025-06-20 06:34:01.062,DCS WS-S_WINDSPEED MPH,3.000,
2025-06-20 06:36:01.009,DCS WS-S_WINDSPEED MPH,2.100,
2025-06-20 06:38:01.064,DCS WS-S_WINDSPEED MPH,3.000,
2025-06-20 06:40:01.042,DCS WS-S_WINDSPEED MPH,2.400,
2025-06-20 06:42:01.013,DCS WS-S_WINDSPEED MPH,1.000,
2025-06-20 06:44:01.070,DCS WS-S_WINDSPEED MPH,1.400,
2025-06-20 06:46:01.020,DCS WS-S_WINDSPEED MPH,1.400,
2025-06-20 06:48:01.087,DCS WS-S_WINDSPEED MPH,2.500,
2025-06-20 06:50:01.064,DCS WS-S_WINDSPEED MPH,4.100,
2025-06-20 06:52:01.055,DCS WS-S_WINDSPEED MPH,4.800,
2025-06-20 06:54:01.022,DCS WS-S_WINDSPEED MPH,4.100,
2025-06-20 06:56:01.003,DCS WS-S_WINDSPEED MPH,2.100,
2025-06-20 06:00:01.062,DCS WS-S_WINDSPEEDPEAK MPH,3.984,
2025-06-20 06:02:01.046,DCS WS-S_WINDSPEEDPEAK MPH,5.317,
2025-06-20 06:04:01.080,DCS WS-S_WINDSPEEDPEAK MPH,6.667,
2025-06-20 06:06:01.101,DCS WS-S_WINDSPEEDPEAK MPH,0.950,
2025-06-20 06:08:01.058,DCS WS-S_WINDSPEEDPEAK MPH,4.284,
2025-06-20 06:10:01.044,DCS WS-S_WINDSPEEDPEAK MPH,4.267,
2025-06-20 06:12:01.105,DCS WS-S_WINDSPEEDPEAK MPH,4.150,
2025-06-20 06:14:01.024,DCS WS-S_WINDSPEEDPEAK MPH,4.050,
2025-06-20 06:16:01.088,DCS WS-S_WINDSPEEDPEAK MPH,1.517,
2025-06-20 06:18:01.051,DCS WS-S_WINDSPEEDPEAK MPH,3.900,
2025-06-20 06:20:01.082,DCS WS-S_WINDSPEEDPEAK MPH,3.517,
2025-06-20 06:22:01.053,DCS WS-S_WINDSPEEDPEAK MPH,5.800,
2025-06-20 06:24:01.068,DCS WS-S_WINDSPEEDPEAK MPH,5.484,
2025-06-20 06:26:01.011,DCS WS-S_WINDSPEEDPEAK MPH,3.400,
2025-06-20 06:28:01.043,DCS WS-S_WINDSPEEDPEAK MPH,1.984,
2025-06-20 06:30:01.070,DCS WS-S_WINDSPEEDPEAK MPH,1.984,
2025-06-20 06:32:01.006,DCS WS-S_WINDSPEEDPEAK MPH,2.934,
2025-06-20 06:34:01.062,DCS WS-S_WINDSPEEDPEAK MPH,2.717,
2025-06-20 06:36:01.009,DCS WS-S_WINDSPEEDPEAK MPH,1.550,
2025-06-20 06:38:01.064,DCS WS-S_WINDSPEEDPEAK MPH,2.817,
2025-06-20 06:40:01.042,DCS WS-S_WINDSPEEDPEAK MPH,2.567,
2025-06-20 06:42:01.013,DCS WS-S_WINDSPEEDPEAK MPH,1.017,
2025-06-20 06:44:01.070,DCS WS-S_WINDSPEEDPEAK MPH,1.450,
2025-06-20 06:46:01.020,DCS WS-S_WINDSPEEDPEAK MPH,1.750,
2025-06-20 06:48:01.087,DCS WS-S_WINDSPEEDPEAK MPH,2.250,
2025-06-20 06:50:01.064,DCS WS-S_WINDSPEEDPEAK MPH,4.350,
2025-06-20 06:52:01.055,DCS WS-S_WINDSPEEDPEAK MPH,4.434,
2025-06-20 06:54:01.022,DCS WS-S_WINDSPEEDPEAK MPH,3.717,
2025-06-20 06:56:01.003,DCS WS-S_WINDSPEEDPEAK MPH,2.017,
2025-06-20 06:59:32.094,DCS WS-E_BAROMETER INHG,24.840,
2025-06-20 07:08:01.072,DCS WS-E_BAROMETER INHG,24.830,
2025-06-20 07:10:01.059,DCS WS-E_BAROMETER INHG,24.840,
2025-06-20 07:14:01.055,DCS WS-E_BAROMETER INHG,24.840,
2025-06-20 07:30:01.067,DCS WS-E_BAROMETER INHG,24.830,
2025-06-20 07:32:01.033,DCS WS-E_BAROMETER INHG,24.830,
2025-06-20 07:52:01.002,DCS WS-E_BAROMETER INHG,24.830,
2025-06-20 07:56:01.052,DCS WS-E_BAROMETER INHG,24.830,
